data_fato,hora_fato,grupo_fato,tipo_enquadramento,tipo_fato,municipio_fato,local_fato,bairro,quantidade_vitimas,quantidade_vitimas_norm,estacao,month,horario,data_medicao,precipitacao_total_diario,temperatura_maxima_diaria(°C),temperatura_minima_diaria(°C),umidade_relativa_ar_media_diaria(%),vento_velocidade_media_diaria(m/s)
2021-10-08,14:39:00,crimes,crime contra a ordem tributaria - lei 8137/90,consumado,soledade,outros,botucarai,0.0,0.0,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,15:00:00,contravencoes,crime ambiental,consumado,soledade,residencia,botucarai,0.0,0.0,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,15:00:00,crimes,ameaca,consumado,soledade,residencia,farroupilha,1.0,0.1111111111111111,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,15:30:00,crimes,outros,consumado,soledade,etabelecimento ensino,botucarai,1.0,0.1111111111111111,primavera,10,tarde,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,19:00:00,crimes,ameaca,consumado,soledade,outros,botucarai,1.0,0.1111111111111111,primavera,10,noite,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,19:40:00,crimes,crime de transito,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,noite,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,21:15:00,crimes,entorpecentes  posse,consumado,soledade,via publica,,0.0,0.0,primavera,10,noite,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-08,22:25:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,noite,2021-10-08,0.0,20.2,8.5,89.7,5.3
2021-10-09,00:10:00,crimes,porte ilegal de arma,consumado,soledade,via publica,centro,0.0,0.0,primavera,10,madrugada,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-09,00:15:00,crimes,ameaca,consumado,soledade,residencia,fontes,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-09,03:26:00,crimes,crime de transito,consumado,soledade,via publica,ipiranga,0.0,0.0,primavera,10,madrugada,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-09,12:00:00,crimes,crime contra a ordem tributaria - lei 8137/90,consumado,soledade,via publica,botucarai,0.0,0.0,primavera,10,dia,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-09,17:35:00,crimes,outros,consumado,soledade,outros,ipiranga,1.0,0.1111111111111111,primavera,10,tarde,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-09,22:15:00,crimes,furto de celular,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,noite,2021-10-09,4.4,17.8,13.0,90.4,4.1
2021-10-10,01:40:00,crimes,violacao de domicilio,consumado,soledade,residencia,expedicionario,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,04:48:00,crimes,ameaca,consumado,soledade,outros,fontes,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,09:00:00,crimes,furto qualificado,consumado,soledade,residencia,,0.0,0.0,primavera,10,dia,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,10:12:00,crimes,outros,consumado,soledade,outros,,0.0,0.0,primavera,10,dia,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,13:20:00,crimes,favorecimento real,consumado,soledade,outros,missoes,0.0,0.0,primavera,10,tarde,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,17:40:00,crimes,lesao corporal,consumado,soledade,via publica,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-10,21:00:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,noite,2021-10-10,0.0,23.9,14.4,81.4,4.4
2021-10-11,10:00:16,crimes,estelionato,consumado,soledade,outros,botucarai,1.0,0.1111111111111111,primavera,10,dia,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-11,11:40:15,crimes,outros,consumado,soledade,outros,missoes,1.0,0.1111111111111111,primavera,10,dia,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-11,12:00:00,crimes,estelionato,consumado,soledade,via publica,missoes,1.0,0.1111111111111111,primavera,10,dia,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-11,14:00:00,contravencoes,perturbacao do trabalho ou do sossego alheios,consumado,soledade,hospitais/clinicas,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-11,15:00:00,crimes,estelionato,consumado,soledade,residencia,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-11,15:15:00,crimes,entorpecentes  posse,consumado,soledade,via publica,centro,0.0,0.0,primavera,10,tarde,2021-10-11,3.0,21.8,14.7,83.6,5.4
2021-10-12,00:30:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-12,03:35:00,crimes,ameaca,consumado,soledade,outros,fontes,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-12,11:30:00,crimes,lesao corporal,consumado,soledade,estabelecimento comercial,hidráulica,1.0,0.1111111111111111,primavera,10,dia,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-12,20:15:00,crimes,crime de transito,consumado,soledade,via publica,centro,0.0,0.0,primavera,10,noite,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-12,21:00:00,crimes,ameaca,consumado,soledade,residencia,expedicionario,1.0,0.1111111111111111,primavera,10,noite,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-12,21:40:00,contravencoes,vias de fato,consumado,soledade,residencia,botucarai,1.0,0.1111111111111111,primavera,10,noite,2021-10-12,3.8,24.5,13.9,80.4,3.1
2021-10-13,00:20:00,crimes,dano,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,00:30:25,crimes,furto outros,consumado,soledade,outros,expedicionario,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,09:08:00,crimes,outros,consumado,soledade,residencia,centro,0.0,0.0,primavera,10,dia,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,12:00:00,crimes,violacao de domicilio,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,12:00:00,crimes,dano qualificado,consumado,soledade,outros,,0.0,0.0,primavera,10,dia,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,13:00:00,crimes,furto simples,consumado,soledade,outros,,0.0,0.0,primavera,10,tarde,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,13:00:00,crimes,estelionato,consumado,soledade,estabelecimento comercial,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,13:41:00,crimes,outros,consumado,soledade,estabelecimento comercial,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,15:55:00,crimes,posse ilegal de arma,consumado,soledade,residencia,interior,0.0,0.0,primavera,10,tarde,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-13,19:15:00,crimes,entorpecentes  posse,consumado,soledade,via publica,,0.0,0.0,primavera,10,noite,2021-10-13,0.0,26.1,15.5,73.8,5.4
2021-10-14,02:00:00,crimes,lesao corporal,consumado,soledade,residencia,ipiranga,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,09:30:00,crimes,outros,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,dia,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,09:30:00,contravencoes,vias de fato,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,10:00:00,crimes,ameaca,consumado,soledade,residencia,,1.0,0.1111111111111111,primavera,10,dia,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,11:30:17,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,16:00:00,crimes,entorpecentes  posse,consumado,soledade,via publica,centro,0.0,0.0,primavera,10,tarde,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,16:20:00,crimes,entorpecentes  posse,consumado,soledade,residencia,centro,0.0,0.0,primavera,10,tarde,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-14,18:30:55,crimes,furto outros,consumado,soledade,outros,rodovia,0.0,0.0,primavera,10,tarde,2021-10-14,7.6,26.5,16.4,78.2,5.6
2021-10-15,00:01:00,crimes,furto qualificado,consumado,soledade,residencia,centro,0.0,0.0,primavera,10,madrugada,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,08:00:00,crimes,ameaca,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,dia,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,10:50:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,dia,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,11:01:38,crimes,outros,consumado,soledade,outros,fontes,1.0,0.1111111111111111,primavera,10,dia,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,13:20:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,15:00:00,crimes,estupro de vulneravel,consumado,soledade,residencia,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,17:40:00,crimes,calunia,consumado,soledade,residencia,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-15,23:25:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,madrugada,2021-10-15,26.8,22.4,15.4,89.5,5.8
2021-10-16,09:00:00,crimes,dano,consumado,soledade,estabelecimento comercial,,0.0,0.0,primavera,10,dia,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-16,12:00:00,contravencoes,perturbacao do trabalho ou do sossego alheios,consumado,soledade,residencia,expedicionario,0.0,0.0,primavera,10,dia,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-16,17:00:00,crimes,furto de celular,consumado,soledade,residencia,missoes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-16,18:30:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,tarde,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-16,19:25:00,crimes,crime de transito,consumado,soledade,via publica,,0.0,0.0,primavera,10,noite,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-16,22:30:00,crimes,lesao corporal,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,noite,2021-10-16,2.2,16.4,12.1,88.7,6.3
2021-10-17,00:50:00,crimes,roubo a pedestre,consumado,soledade,via publica,expedicionario,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,01:00:00,crimes,entorpecentes  posse,consumado,soledade,via publica,,0.0,0.0,primavera,10,madrugada,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,02:00:00,crimes,roubo a pedestre,consumado,soledade,via publica,,2.0,0.2222222222222222,primavera,10,madrugada,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,06:00:00,crimes,lesao corporal,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,06:30:00,crimes,lesao corporal,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,15:00:00,crimes,perseguicao,consumado,soledade,residencia,fontes,1.0,0.1111111111111111,primavera,10,tarde,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,17:30:00,contravencoes,vias de fato,consumado,soledade,etabelecimento ensino,botucarai,1.0,0.1111111111111111,primavera,10,tarde,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-17,18:40:00,crimes,desacato,consumado,soledade,via publica,farroupilha,0.0,0.0,primavera,10,tarde,2021-10-17,0.0,18.0,10.6,86.8,5.2
2021-10-18,00:31:00,crimes,roubo a estabelecimento comercial,consumado,soledade,estabelecimento comercial,botucarai,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-18,12:00:00,crimes,ameaca,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-18,12:50:00,crimes,falsa identidade,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-18,17:08:37,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-18,17:38:39,crimes,outros,consumado,soledade,outros,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-18,22:40:00,crimes,ameaca,consumado,soledade,residencia,ipiranga,1.0,0.1111111111111111,primavera,10,noite,2021-10-18,0.0,21.6,11.4,77.8,4.8
2021-10-19,07:20:00,contravencoes,perturbacao do trabalho ou do sossego alheios,consumado,soledade,via publica,,0.0,0.0,primavera,10,dia,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,08:50:00,crimes,entorpecentes - trafico,consumado,soledade,via publica,botucarai,0.0,0.0,primavera,10,dia,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,09:30:00,crimes,entorpecentes - trafico,consumado,soledade,residencia,botucarai,0.0,0.0,primavera,10,dia,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,12:00:00,crimes,furto qualificado,consumado,soledade,residencia,interior,1.0,0.1111111111111111,primavera,10,dia,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,12:55:00,crimes,ameaca,consumado,soledade,residencia,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,15:30:00,crimes,ameaca,consumado,soledade,outros,,1.0,0.1111111111111111,primavera,10,tarde,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,15:56:00,crimes,adulteracao sinal veiculo,consumado,soledade,outros,centro,0.0,0.0,primavera,10,tarde,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-19,16:30:00,crimes,roubo a pedestre,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,tarde,2021-10-19,0.0,21.3,9.5,67.8,3.7
2021-10-20,02:30:00,crimes,desobediencia,consumado,soledade,via publica,,0.0,0.0,primavera,10,madrugada,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-20,06:30:00,crimes,furto qualificado,consumado,soledade,residencia,,0.0,0.0,primavera,10,madrugada,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-20,10:30:10,crimes,furto de fios e cabos,consumado,soledade,outros,missoes,0.0,0.0,primavera,10,dia,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-20,11:00:00,contravencoes,crime ambiental,consumado,soledade,outros,,0.0,0.0,primavera,10,dia,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-20,12:20:00,crimes,outros,consumado,soledade,via publica,missoes,1.0,0.1111111111111111,primavera,10,dia,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-20,18:00:00,crimes,ameaca,consumado,soledade,residencia,ipiranga,1.0,0.1111111111111111,primavera,10,tarde,2021-10-20,0.0,23.1,8.6,70.4,3.2
2021-10-21,00:30:00,crimes,crime de transito,consumado,soledade,via publica,expedicionario,0.0,0.0,primavera,10,madrugada,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,07:30:00,crimes,furto qualificado,consumado,soledade,residencia,expedicionario,1.0,0.1111111111111111,primavera,10,dia,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,08:18:00,crimes,perseguicao,consumado,soledade,via publica,,1.0,0.1111111111111111,primavera,10,dia,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,11:50:00,crimes,lesao corporal,consumado,soledade,via publica,centro,1.0,0.1111111111111111,primavera,10,dia,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,16:45:00,crimes,outros,consumado,soledade,residencia,botucarai,0.0,0.0,primavera,10,tarde,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,18:00:00,crimes,abandono de incapaz,consumado,soledade,outros,,2.0,0.2222222222222222,primavera,10,tarde,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,22:00:00,crimes,dano qualificado,consumado,soledade,etabelecimento ensino,botucarai,0.0,0.0,primavera,10,noite,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-21,23:30:00,crimes,ameaca,consumado,soledade,outros,expedicionario,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-21,0.0,24.6,10.7,69.4,4.0
2021-10-22,04:45:00,crimes,furto qualificado,consumado,soledade,estabelecimento comercial,botucarai,1.0,0.1111111111111111,primavera,10,madrugada,2021-10-22,0.0,26.3,10.8,64.5,2.9
2021-10-22,08:23:00,crimes,outros,consumado,soledade,outros,missoes,1.0,0.1111111111111111,primavera,10,dia,2021-10-22,0.0,26.3,10.8,64.5,2.9
2021-10-22,10:00:00,crimes,ameaca,consumado,soledade,residencia,expedicionario,1.0,0.1111111111111111,primavera,10,dia,2021-10-22,0.0,26.3,10.8,64.5,2.9
2021-10-22,22:30:00,crimes,entorpecentes  posse,consumado,soledade,via publica,farroupilha,0.0,0.0,primavera,10,noite,2021-10-22,0.0,26.3,10.8,64.5,2.9
